x_t,m_a_teste
5,0.9325520833333334
6,0.9424479166666666
7,0.9489583333333333
8,0.9447916666666668
9,0.9447916666666668
10,0.9450520833333333
11,0.9500000000000002
12,0.9481770833333334
13,0.9515625
14,0.9528645833333332
15,0.9513020833333335
16,0.9554687500000002
17,0.9526041666666666
18,0.959375
19,0.9552083333333332
20,0.9578125000000002
21,0.9549479166666665
22,0.9578125
23,0.9604166666666666
24,0.96171875
25,0.959375
26,0.9596354166666666
27,0.9578125
28,0.9575520833333334
29,0.9632812500000002
30,0.95859375
31,0.9661458333333334
32,0.9695312499999998
33,0.9661458333333333
34,0.9661458333333333
35,0.9619791666666666
36,0.9692708333333334
37,0.9695312500000002
38,0.96796875
39,0.9716145833333332
40,0.9695312499999998
41,0.9729166666666667
42,0.9700520833333334
43,0.9825520833333334
44,0.975
45,0.9747395833333334
46,0.9752604166666667
47,0.9778645833333334
48,0.9763020833333332
49,0.9781250000000001
50,0.9815104166666668
51,0.9820312499999998
52,0.9822916666666668
53,0.9809895833333332
54,0.9794270833333331
55,0.9802083333333332
56,0.9817708333333334
57,0.9812500000000002
58,0.9833333333333332
59,0.9815104166666668
60,0.98359375
61,0.9822916666666665
62,0.9830729166666666
63,0.9828125000000002
64,0.9854166666666668
65,0.9838541666666666
66,0.985677083333333
67,0.9838541666666666
68,0.9796875
69,0.9815104166666669
70,0.9830729166666666
71,0.9846354166666668
72,0.9846354166666668
73,0.9854166666666666
74,0.9809895833333334
75,0.9880208333333333
76,0.9854166666666666
77,0.9838541666666666
78,0.9825520833333332
79,0.9828125000000002
80,0.9825520833333334
81,0.9843749999999998
82,0.9846354166666667
83,0.9854166666666668
84,0.984375
85,0.9838541666666666
86,0.985677083333333
87,0.9822916666666666
88,0.98515625
89,0.9828125000000003
90,0.9854166666666666
91,0.98671875
92,0.9846354166666667
93,0.9846354166666668
94,0.9846354166666668
95,0.9833333333333334
96,0.9880208333333333
97,0.98515625
98,0.9872395833333334
99,0.9882812500000003
100,0.984375
